Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2012-04-16,135.62621352907388,136.44100077643864,134.28810119628906,134.28810119628906,4002624,0.0,0.0
2012-04-17,135.51357691934786,137.54724608704203,135.23536258658277,137.42138671875,6344513,0.0,0.0
2012-04-18,134.0959642167778,135.18234698619912,132.48625647131658,132.57237243652344,10620561,0.0,0.0
2012-04-19,132.50608482817245,133.3208716062428,130.8433759330606,132.16162109375,6027993,0.0,0.0
2012-04-20,132.37367903758414,132.5657774261902,131.88347871344234,132.2213134765625,4977077,0.0,0.0
2012-04-23,131.0885466267647,131.89008604516292,130.3598753893903,131.57212829589844,3785265,0.0,0.0
2012-04-24,131.8636086760997,134.12913064123973,131.73774928161018,132.48629760742188,5885110,0.0,0.0
2012-04-25,133.82437282323983,134.9306326097307,133.67863648161403,134.85113525390625,4187556,0.0,0.0
2012-04-26,134.7385424577114,136.59997980590882,134.7385424577114,136.18264770507812,3454624,0.0,0.0
2012-04-27,136.77219813114473,137.89832437152654,136.40123865024572,136.99742126464844,3657757,0.0,0.0
2012-04-30,136.9312151323439,137.7592502642082,136.67286715620713,137.1763153076172,2900767,0.0,0.0
2012-05-01,137.2425141712782,138.40176513140395,136.93117508274784,137.78570556640625,2840831,0.0,0.0
2012-05-02,137.1034022233861,137.96456186186447,137.06364826094682,137.82545471191406,2468874,0.0,0.0
2012-05-03,137.96458153511307,138.39516141575137,136.8251968613994,137.2822723388672,2956624,0.0,0.0
2012-05-04,136.7721788923971,137.19612950440103,135.4009421555715,135.79177856445312,4208686,0.0,0.0
2012-05-07,135.10948985393816,135.64606267054185,134.4073142781923,134.9703826904297,3528576,0.0,0.0
2012-05-08,134.66441867357332,135.07684216516606,132.8550532722671,134.02581787109375,4060049,0.81262,0.0
2012-05-09,133.0346243892719,135.03690311402758,132.41598397687213,133.85948181152344,3914655,0.0,0.0
2012-05-10,133.70648631467284,135.2031973067201,133.0545823654727,133.44039916992188,4006703,0.0,0.0
2012-05-11,133.01466769202125,134.45150849393326,133.0080107359222,133.81956481933594,2501509,0.0,0.0
2012-05-14,132.98804723028496,133.513553872567,132.08335955877916,132.6687469482422,3168543,0.0,0.0
2012-05-15,132.66879716908318,134.0191616149544,132.21645316209865,132.4027099609375,3124820,0.0,0.0
2012-05-16,132.6554879069102,133.93933580160896,131.8306303393291,132.8616943359375,5231046,0.0,0.0
2012-05-17,132.82176297151906,133.56680063010685,131.4713988046343,131.6376953125,5885110,0.0,0.0
2012-05-18,132.2297232769962,132.2297232769962,129.82167817793714,130.30062866210938,6001007,0.0,0.0
2012-05-21,130.36714092784064,131.6642918115188,129.46911012616968,131.55120849609375,4007958,0.0,0.0
2012-05-22,131.73751876125957,131.88386568202438,130.42041770869443,130.92596435546875,3731187,0.0,0.0
2012-05-23,130.06780760860286,130.70640826664106,128.51787280673003,130.4602813720703,4288600,0.0,0.0
2012-05-24,130.373852150041,130.56675531529862,129.0500835083627,130.44036865234375,3733488,0.0,0.0
2012-05-25,129.78842859291876,130.38046245985663,129.05004784419992,129.24961853027344,3035387,0.0,0.0
2012-05-29,129.86160489775904,131.7640931685566,129.86160489775904,130.68646240234375,3784951,0.0,0.0
2012-05-30,129.5822441297296,130.02793119036627,128.8970764521097,129.4026336669922,3768215,0.0,0.0
2012-05-31,129.11657978013824,129.66870377739855,127.71964862825212,128.31832885742188,9714725,0.0,0.0
2012-06-01,126.46902016449951,127.53334736740058,125.45790613659736,125.77720642089844,5445894,0.0,0.0
2012-06-04,125.28496333103293,125.97677713333388,124.39358948839973,125.41800689697266,4837227,0.0,0.0
2012-06-05,125.00562953958902,126.28947759664614,124.76614890930686,125.85709381103516,3720099,0.0,0.0
2012-06-06,126.90809924524315,129.05005759519892,126.40254207778004,129.0434112548828,3808800,0.0,0.0
2012-06-07,129.90151324199007,130.2673804501542,129.0101392626335,129.34274291992188,3871351,0.0,0.0
2012-06-08,128.85716637037498,129.80841064453125,128.18530199275477,129.80841064453125,2593243,0.0,0.0
2012-06-11,130.77958282629163,130.84609930492817,127.965760596901,128.0588836669922,3423872,0.0,0.0
2012-06-12,127.81273062571114,129.4957086710881,127.81273062571114,129.41587829589844,3162790,0.0,0.0
2012-06-13,129.28956175612143,129.84168587506454,127.95248983874939,128.45140075683594,3397094,0.0,0.0
2012-06-14,128.38482722691364,130.2673656239961,128.21187376949433,129.78176879882812,3749910,0.0,0.0
2012-06-15,130.4336818996551,132.55569038016154,129.98133797266414,132.44259643554688,6682894,0.0,0.0
2012-06-18,131.42481238331098,132.80179355412326,131.1587252697753,131.9037628173828,3534329,0.0,0.0
2012-06-19,132.26299706788805,133.03463072674472,132.2430368147351,132.3295135498047,3449290,0.0,0.0
2012-06-20,132.1765536467579,132.86836770168026,131.37830257678647,132.22976684570312,3533597,0.0,0.0
2012-06-21,132.42265714215816,132.67543040949573,128.51124351843885,128.644287109375,4515164,0.0,0.0
2012-06-22,128.963577721809,129.6354420210713,128.53119401125676,128.85049438476562,9228858,0.0,0.0
2012-06-25,128.03893365594837,128.64428143715878,127.50676993282485,128.29171752929688,3359334,0.0,0.0
2012-06-26,128.74405956980885,128.83718264597277,126.88812759753263,127.6863784790039,3593951,0.0,0.0
2012-06-27,127.81276829960103,128.85048916287096,126.98791080432476,128.3848419189453,2889784,0.0,0.0
2012-06-28,127.20745802546568,127.7728854244756,125.65752274273576,127.32054138183594,4149796,0.0,0.0
2012-06-29,129.41592187979035,130.25408270720962,127.99238411150463,130.10108947753906,5501542,0.0,0.0
2012-07-02,130.61994367012142,131.17871398923245,129.6154757465345,130.2673797607422,2957042,0.0,0.0
2012-07-03,130.02122361492687,130.6066110132981,129.65535649094485,130.33387756347656,1517118,0.0,0.0
2012-07-05,129.63543908979105,130.94589348928264,128.8039246225763,129.90817260742188,2813949,0.0,0.0
2012-07-06,128.9968127635065,129.01011605803274,126.2162543330576,127.3271484375,5180733,0.0,0.0
2012-07-09,126.8948087198397,127.05445892653722,125.09210020779706,126.16973114013672,4171553,0.0,0.0
2012-07-10,126.58875654056506,127.14752671236715,123.46229149655743,123.90132141113281,4906054,0.0,0.0
2012-07-11,123.87474687091868,124.63307725617679,122.07203867667657,123.22949981689453,5707081,0.0,0.0
2012-07-12,122.56430797076005,122.65743105998891,120.96780598383238,121.79266357421875,5158140,0.0,0.0
2012-07-13,122.038749661893,123.9478944491991,121.75271291500691,123.73503112792969,4113918,0.0,0.0
2012-07-16,123.44897616728917,123.79488302449887,122.78376903924693,122.92346954345703,3289042,0.0,0.0
2012-07-17,123.54878892846105,123.92131308796014,121.86582103098227,122.1651611328125,5395896,0.0,0.0
2012-07-18,122.49778955067762,125.45131312742323,122.09866933421291,125.22513580322266,8388397,0.0,0.0
2012-07-19,128.65093199921182,130.94589410265147,128.3648951830755,129.94143676757812,10873588,0.0,0.0
2012-07-20,129.109946733288,129.64876753305242,127.83275563757056,128.01901245117188,5010026,0.0,0.0
2012-07-23,126.24284405078949,127.253958002581,125.19182022075297,126.94131469726562,4084107,0.0,0.0
2012-07-24,127.0012420399435,127.26732927133871,125.43135710275617,126.61542510986328,3762567,0.0,0.0
2012-07-25,126.59540627184502,128.23181756824178,125.9368560737538,127.10762023925781,4010155,0.0,0.0
